question_id,question
19496,สอบถามเรื่องใบแจ้งหนี้ ของหน่วยงาน ( เพรสิเดนท์ พาร์ค ฮาร์เบอร์วิว มะฮอกกานี ทาวเวอร์ (President Park Harbour View Mahogany Tower))
19497,ปิดเสียงในโปรแกรม --||--
19498,1. สอบถามรายละเอียดเรื่องการต่อ MA 2. สอบถามเรื่องการย้ายโปรแกรมไปที่เครื่องใหม่
19499,*** วรารมย์ ประชาอุทิศ ธนบุรี - ส่งเมล์แจ้ง แก้ไข รูปแบบใบแจ้งหนี้ ส่งต่อให้ทุกคนแล้ว
19500,มิเตอร์น้ำผิดแก้ไขไม่ได้ --||--
19501,แก้ไขใบเสร็จ (ออกใบเสร็จผิด))
19502,เปิดเข้าใช้งานระบบ GL ไม่ได้
19503,เปลี่ยนลายเซ็นเจ้าหน้าที่บัญชี --||--
19504,สอบถามการลงโปรแกรมเพิ่มอีกเครื่องค่ะ
19505,ลูกค้าต้องการเพิ่มรหัส ระดับ 1
19506,ไอดีโอมิกซ์ พหลโยธิน - ส่งเมล์คำถามมาให้ รีโมทไปเช็ค และตอบคำถามมาในไลน์ แล้วจะส่งให้ลูกค้าทางเมล์ให้อีกคร้่งคะ (ส่งมาวันที่ 27/11/66)
19507,ลูกค้าขอใบเสนอราคา MA ให้ส่งไปที่อีเมล์ plpk.1139@gmail.com ( แต่ให้ออกในนาม <<(บ.พีพีเอ็ม เเมนเนจเมนท์ (PPM))>> ขอสอบถามรายละเอียดเพิ่มเติมด้วยค่ะ
19508,คีย์ข้อมูลลงในระบบแล้วแต่ไม่ขึ้น
19509,ใบแจ้งหนี้ไม่ตัดยอดรับล่วงหน้า
19510,ใส่ลายเซ็นผู้จัดทำในฟอร์มใบเสร็จ --||--
19511,จะให้ปรับหน้าจอให้
19512,ลูกค้าจะแยกใบแจ้งหนี้บางส่วนที่แจ้งหนี้ไปแล้วในชื่อคนเก่ามาเป็นชื่อคนใหม่ --||--
19513,เปลี่ยนชื่อผู้ลงนามในระบบ
19514,ช่องหมายเหตุ ตรงฟอร์มใบเสร็จหายไป
19515,เพิ่มตารางใบเสร็จ --||--
19516,เดือน 12 มีมิเตอร์น้ำถูกคีย์ไว้แต่ไม่ใช่ที่จดมาล่าสุด --||--
19517,ยอดหัก ณ ที่จ่าย ไม่ขึ้น
19518,ปริ้นท์ใบแจ้งหนี้ตกขอบ
19519,ลูกค้าขอใบเสนอราคา MA-UP ให้ส่งไป Line: เบอร์โทร 094-376-7683 ค่ะ
19520,ปริ้นท์ใบแจ้งหนี้แล้วชื่อเจ้าของไม่ขึ้น --||--
19521,*** โทรกลับ เอเซียซิตี้ไลฟ์ คอนโดมิเนียม (สมบัติบุรี) ติตด่อ คุณอนุพงษ์ 062-3569553 (การออกใบแจ้งหนั้ค่าน้ำและค่าส่วนกลาง)
19522,ข้อมูลขึ้นไม่ครบ --||--
19523,*** บ.วี คอนซัลแทนท์ แอนด์ เมเนจเม้นต์ (บัณฑิตทาวน์) - ส่ง Format Excel มาให้ Import ของ วี คอนโดศาลายา วี 1 ทาวเวอร์ และ วี คอนโดศาลายา วี 2 ทาวเวอร์ ติดต่อ คุณบุ๋ม 096-8252217 ส่งต่อให้ทุกคนแล้ว
19524,*** IRM-Extra - ส่งเมล์แจ้ง ให้ตั้งค่ากระดาษในการปริ้นใบเสร็จลใบแจ้งหนี้ ส่งต่อให้ทุกคนแล้ว --||--
19525,สอบถามเรื่องการจะให้เข้าไปสอนการใช้งานที่นิติค่ะ
19526,ใบแจ้งหนี้รหัสไม่รัน --||--
19527,สอบถามเรื่องการเข้าไปแก้ไขงาน
19528,แก้ไข/เปลี่ยนชื่อผู้จัดการในใบแจ้งค่าใช้จ่าย --||--
19529,ในโปรแกรมไม่มี ภ.ง.ด. 2 --||--
19530,*** Remote Update Program วันที่ 29/11/66 ให้ บ.ซี.เค แลนด์ แอนด์ เฮ้าส์ ดีเวลลอปเม้นท์ ติดต่อ นิติ 062-7762629 (ลูกค้าโอนเงินให้แล้ว วันที่ 29/11/66 จำนวน 5 200 บาท)
19531,เรียกดูรายงานไม่ได้ Error --||--
19532,ตัองการปรับแบบใบแจ้งหนี้ ใบเสร็จให้ลงบนกระดาษA5แทนกระดาษต่อเนื่อว เดอะเพรสซิเดเดนท์ เพชรเกษม-บางแค คุณยินดี 0879455535
19533,ดึงไฟล์งานแบบเป็นไฟล์ Excel ไม่ได้
19534,ผ่านรายการไปแล้วไม่ได้บันทึกยอดยกมา --||--
19535,*** ตอน 13.30 น. Remote Update Program วันที่ 29/11/2566 ให้ พี.เอ็ม.วาย บีชคอนโดมิเนียม ติดต่อ คุณนัท 086-405-2435 (ลูกค้าฝากเช็คให้แล้ว วันที่ 28/11/2566 จำนวน 5 350 บาท)
19536,สอบถามการปัญหาการออกใบแจ้งหนี้ --||--
19537,*** บ.วี คอนซัลแทนท์ แอนด์ เมเนจเม้นต์ (บัณฑิตทาวน์) - ( วี คอนโดศาลายา วี 1 ทาวเวอร์) ส่งเมล์ให้ใส่รายละเอียดหมายเหตุ ส่งต่อให้ทุกคนแล้ว
